"108年12月04日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"9105","泰金寶-DR","1,812,000","231","4,985,070","2.77","2.78","2.72","2.76","-","0.02","2.75","102","2.76","25","0.00",
"910861","神州-DR","0","0","0","--","--","--","--"," ","0.00","7.42","2","7.53","3","0.00",
"9110","越南控-DR","102,000","34","189,700","1.83","1.92","1.83","1.88","+","0.05","1.83","2","1.86","1","0.00",
"911608","明輝-DR","0","0","0","--","--","--","--"," ","0.00","0.80","30","0.82","23","0.00",
"911616","杜康-DR","155,000","30","116,980","0.73","0.77","0.72","0.76","+","0.02","0.75","1","0.76","2","0.00",
"911622","泰聚亨-DR","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"911868","同方友友-DR","58,000","9","58,000","1.00","1.00","1.00","1.00"," ","0.00","0.99","41","1.00","15","0.00",
"912000","晨訊科-DR","0","0","0","--","--","--","--"," ","0.00","1.98","5","2.03","5","0.00",
"912398","友佳-DR","24,000","4","88,860","3.68","3.80","3.68","3.69","+","0.01","3.64","16","3.77","5","0.00",
"9136","巨騰-DR","89,000","16","684,000","7.44","7.73","7.44","7.70"," ","0.00","7.68","10","7.72","4","0.00",
"9188","精熙-DR","65,000","13","209,900","3.25","3.25","3.22","3.23","-","0.02","3.23","3","3.24","12","0.00",
"9802","鈺齊-KY","993,000","742","129,731,000","129.50","133.00","127.50","131.50","+","2.00","131.00","28","131.50","20","20.45",
"9902","台火","233,000","79","2,341,500","10.05","10.15","10.00","10.05","-","0.10","10.00","6","10.05","23","23.93",
"9904","寶成","7,596,000","3,828","294,427,550","39.30","39.30","38.60","38.60","-","0.55","38.60","428","38.65","2","8.37",
"9905","大華","36,000","26","871,550","24.40","24.40","24.15","24.15","-","0.25","24.15","5","24.30","6","15.89",
"9906","欣巴巴","49,000","25","848,250","17.25","17.45","17.25","17.35","+","0.10","17.35","1","17.40","1","0.00",
"9907","統一實","553,000","185","6,548,400","11.90","11.90","11.80","11.85"," ","0.00","11.80","643","11.85","42","24.69",
"9908","大台北","40,000","30","1,247,800","31.25","31.30","31.15","31.30","+","0.05","31.20","1","31.30","10","19.94",
"9910","豐泰","553,000","351","105,407,500","190.50","192.00","190.00","190.00","-","0.50","190.00","408","190.50","6","21.66",
"9911","櫻花","60,000","46","2,799,150","46.60","46.80","46.50","46.65"," ","0.00","46.65","23","46.70","3","12.57",
"9912","偉聯","11,000","9","88,970","8.12","8.12","8.05","8.09","-","0.03","8.09","4","8.15","5","0.00",
"9914","美利達","425,000","345","72,886,000","174.50","174.50","170.50","170.50","-","2.50","170.50","35","171.00","3","21.23",
"9917","中保科","292,000","177","25,551,700","87.40","87.80","87.40","87.80","-","0.20","87.60","2","87.80","5","18.10",
"9918","欣天然","29,000","17","1,008,250","34.45","35.00","33.95","33.95"," ","0.00","34.00","2","34.30","1","23.91",
"9919","康那香","81,000","39","830,600","10.30","10.30","10.25","10.30"," ","0.00","10.25","40","10.30","40","0.00",
"9921","巨大","392,000","294","85,097,000","217.50","219.00","215.50","217.50","-","1.00","217.00","3","217.50","1","22.97",
"9924","福興","19,000","15","829,450","43.65","43.80","43.50","43.75","-","0.05","43.65","4","43.75","15","9.43",
"9925","新保","91,000","47","3,383,900","37.20","37.30","37.10","37.30","+","0.10","37.15","10","37.30","5","18.56",
"9926","新海","5,000","5","208,750","41.65","41.85","41.65","41.85","+","0.70","41.30","1","41.80","1","19.93",
"9927","泰銘","146,000","81","4,626,550","31.95","31.95","31.60","31.70","-","0.25","31.65","12","31.70","12","14.03",
"9928","中視","14,000","5","68,010","4.92","4.92","4.83","4.83"," ","0.00","4.83","3","4.92","20","0.00",
"9929","秋雨","16,000","14","209,200","12.85","13.65","12.55","13.65","+","0.30","13.10","8","13.50","3","0.00",
"9930","中聯資源","37,000","29","1,858,800","50.20","50.50","50.10","50.50","+","0.40","50.10","7","50.50","20","14.11",
"9931","欣高","2,000","2","72,200","36.10","36.10","36.10","36.10"," ","0.00","36.00","1","36.15","2","19.30",
"9933","中鼎","3,017,000","1,450","114,208,300","37.70","38.20","37.50","38.15","+","0.45","38.00","2","38.15","17","27.64",
"9934","成霖","1,077,000","452","19,270,500","17.75","18.00","17.75","17.90","+","0.15","17.90","21","17.95","17","9.47",
"9935","慶豐富","1,134,000","712","50,604,700","44.90","45.25","44.15","44.35","-","0.75","44.35","27","44.65","3","27.38",
"9937","全國","10,000","7","422,400","41.95","42.35","41.95","42.35"," ","0.00","42.10","6","42.35","1","17.79",
"9938","百和","471,000","369","36,278,400","77.40","77.40","76.70","77.20","-","0.40","77.10","3","77.20","5","14.93",
"9939","宏全","395,000","284","23,070,500","58.10","58.60","58.10","58.60"," ","0.00","58.40","4","58.60","9","14.12",
"9940","信義","110,000","77","3,409,300","31.00","31.10","30.90","31.10"," ","0.00","31.00","2","31.10","8","12.49",
"9941","裕融","200,000","158","23,025,500","115.00","115.50","114.50","115.00"," ","0.00","115.00","41","115.50","14","15.48",
"9941A","裕融甲特","18,000","11","971,000","54.00","54.00","53.90","54.00","-","0.10","53.80","23","54.10","11","0.00",
"9942","茂順","238,000","132","16,492,200","69.60","69.70","69.00","69.60","+","0.10","69.30","7","69.60","2","13.65",
"9943","好樂迪","149,000","106","10,290,100","69.10","69.30","69.00","69.00","-","0.40","69.00","4","69.10","16","11.77",
"9944","新麗","24,000","14","415,050","17.35","17.35","17.25","17.30"," ","0.00","17.25","2","17.35","17","0.00",
"9945","潤泰新","1,561,000","900","71,963,500","46.20","46.30","45.80","46.30","-","0.05","46.15","2","46.30","25","4.27",
"9946","三發地產","851,000","430","23,278,900","27.25","27.45","27.15","27.45","+","0.20","27.40","10","27.45","33","5.58",
"9955","佳龍","448,000","242","8,304,450","18.65","18.65","18.40","18.45","+","0.20","18.45","47","18.50","1","115.31",
"9958","世紀鋼","738,000","513","52,476,700","71.30","71.40","70.80","71.20","-","0.30","71.10","4","71.20","2","24.64",
